Site_id;Visit_id;Species_id;Cover;Cover_class
2079;33424;2;25;6
2079;47238;2;21;6
2079;67890;2;21;6
2087;4891;2;2;2
2087;14477;2;8;5
2087;24925;2;8;5
2087;37038;2;18;6
2087;49525;2;63;8
2087;68760;2;63;8
2103;4612;2;2;2
2103;14369;2;10;5
2112;3772;2;31;7
2112;14779;2;30;7
2112;26030;2;30;7
2112;37587;2;31;7
2114;12737;2;12;5
2114;24430;2;11;5
2114;45410;2;9;5
2114;57618;2;33;7
2114;68169;2;26;7
2116;13907;2;1;1
2116;56434;2;8;5
2116;66506;2;3;3
2121;3511;2338;1;1
2129;13086;2;1;1
2129;26781;2;8;5
2129;37343;2;18;6
2129;49249;2;8;5
2129;69635;2;38;7
2130;4398;2;20;6
2130;14350;2;5;4
2130;25435;2;3;3
2130;37491;2;2;2
2130;47826;2;3;3
2130;64755;2;25;6
2138;50533;2338;1;1
2148;3745;2338;1;1
2148;12932;2338;1;1
2148;24263;2338;2;2
2148;36864;2338;2;2
2148;49003;2338;4;4
2148;62433;2338;10;5
2155;3510;2;1;1
2155;15338;2;8;5
2155;26400;2;8;5
2155;36543;2;8;5
2155;48635;2;8;5
2163;4268;2338;1;1
2163;14203;2338;2;2
2179;3752;2;2;2
2192;25133;2338;1;1
2197;4495;2;3;3
2197;15066;2;2;2
2197;25540;2;2;2
2197;36711;2;1;1
2209;3484;2;1;1
2209;14194;2;1;1
2209;38513;2;1;1
2223;3462;2338;1;1
2223;13790;2338;1;1
2256;48105;1733;2;2
2256;68923;1733;2;2
2257;29524;2;31;7
2257;40722;2;12;5
2257;52043;2;26;7
2257;67345;2;26;7
2258;4081;2338;1;1
2258;14425;2338;1;1
2258;37870;2338;1;1
2258;50810;2338;1;1
2258;69900;2338;1;1
2264;25028;2338;2;2
2264;40572;2338;1;1
2264;63662;2338;1;1
2267;20480;2338;3;3
2267;31886;2338;8;5
2267;41958;2338;8;5
2267;53212;2338;8;5
2267;75841;2338;2;2
2269;14279;2;1;1
2269;38111;2;1;1
2269;56307;2;2;2
2277;14768;2;8;5
2277;55093;2;1;1
2277;65628;2;1;1
2279;49907;2338;1;1
2290;38705;1733;1;1
2290;47797;1733;1;1
2295;49494;1733;1;1
2295;70856;1733;1;1
2302;3627;2;4;4
2302;15691;2;9;5
2302;27838;2;40;7
2302;40718;2;20;6
2302;53791;2;39;7
2302;65456;2;18;6
2304;14751;2338;1;1
2315;56128;2;1;1
2328;4543;2;12;5
2328;14739;2;26;7
2328;26047;2;10;5
2338;3590;2;2;2
2338;13704;2;1;1
2338;25823;2;8;5
2338;37278;2;38;7
2338;48587;2;8;5
2338;70464;2;18;6
2339;4163;2338;1;1
2339;15117;2338;1;1
2339;38123;2338;1;1
2340;12969;2;1;1
2340;25869;2;1;1
2340;38466;2;1;1
2346;4376;2;10;5
2346;15319;2;10;5
2346;27065;2;10;5
2346;36712;2;10;5
2346;49229;2;1;1
2346;63736;2;2;2
2371;13917;2;12;5
2371;26512;2;23;6
2371;38109;2;26;7
2371;50762;2;23;6
2371;63933;2;23;6
2383;52050;2;2;2
2383;63474;2;2;2
2394;3791;2338;1;1
2394;12800;2338;2;2
2394;28185;2338;2;2
2394;40367;2338;4;4
2394;53564;2338;2;2
2394;66231;2338;1;1
2428;4776;2;2;2
2428;19908;2;11;5
2438;4192;2338;20;6
2438;12931;2338;4;4
2454;3299;2;20;6
2454;13706;2;19;6
2454;26143;2;21;6
2454;38208;2;27;7
2454;48042;2;45;7
2454;65057;2;64;8
2464;4492;2338;1;1
2464;14165;2338;1;1
2464;24782;2338;3;3
2464;37577;2338;8;5
2464;50724;2338;3;3
2464;63664;2338;2;2
2503;3964;2338;4;4
2503;13674;2338;2;2
2503;26692;2338;1;1
2503;36153;2338;10;5
2503;48194;2338;20;6
2503;61963;2338;20;6
2510;3728;2338;1;1
2510;13784;2338;1;1
2511;20359;2;1;1
2511;54889;2;1;1
2517;36732;2;1;1
2517;50920;2;2;2
2531;4179;2338;1;1
2531;25184;2338;1;1
2533;3339;2;1;1
2533;14378;2;2;2
2533;24774;2;2;2
2539;3150;2;5;4
2539;16009;2;12;5
2539;29013;2;27;7
2539;40707;2;17;6
2539;52434;2;16;6
2539;65538;2;10;5
2552;4901;2;18;6
2552;20545;2;64;8
2552;31939;2;18;6
2552;43393;2;40;7
2552;55080;2;64;8
2552;71513;2;41;7
2556;47949;1733;2;2
2556;71767;1733;2;2
2558;50207;2;2;2
2558;71222;2;1;1
2559;4657;2338;2;2
2559;12990;2338;2;2
2559;28197;2338;1;1
2559;40326;2338;1;1
2559;53637;2338;2;2
2559;67011;2338;2;2
2578;15371;2;1;1
2593;4628;2;1;1
2593;19213;2;2;2
2596;4731;2338;2;2
2596;13653;2338;2;2
2596;24322;2338;2;2
2596;38589;2338;2;2
2596;48933;2338;2;2
2596;72033;2338;8;5
2598;12796;2;1;1
2598;25363;2;1;1
2598;36625;2;2;2
2598;50340;2;8;5
2598;70135;2;8;5
2604;65409;1733;2;2
2624;3575;2;4;4
2624;13894;2;2;2
2624;26917;2;2;2
2624;36631;2;2;2
2624;50021;2;38;7
2624;72221;2;63;8
2625;4755;2;1;1
2625;22178;2;1;1
2625;34784;2;3;3
2625;46143;2;3;3
2625;62104;2;2;2
2625;74224;2;17;6
2633;47849;1733;2;2
2633;69719;1733;1;1
2644;3912;2;21;6
2644;14213;2;10;5
2644;27050;2;9;5
2644;44762;2;9;5
2644;55332;2;39;7
2644;68477;2;20;6
2658;68866;1733;1;1
2666;3942;2338;2;2
2666;14110;2338;2;2
2666;24911;2338;2;2
2666;36945;2338;2;2
2666;49950;2338;2;2
2666;72026;2338;2;2
2668;3758;2;2;2
2668;25024;2;8;5
2668;36567;2;18;6
2668;50559;2;8;5
2668;50559;1733;1;1
2668;69637;2;38;7
2674;4152;2;2;2
2674;19326;2;2;2
2674;44383;2;2;2
2674;57746;2;1;1
2676;69682;1733;1;1
2682;20770;2;1;1
2711;3430;2;10;5
2711;14292;2;9;5
2711;26983;2;9;5
2711;38075;2;10;5
2711;50619;2;20;6
2719;62977;2;7;5
2723;4273;2;9;5
2723;12897;2;17;6
2723;24603;2;17;6
2723;46551;2;10;5
2723;54535;2;15;6
2723;67298;2;10;5
2731;69937;2;1;1
2738;3992;2;2;2
2738;38322;2;1;1
2738;50892;2;2;2
2738;71151;2;1;1
2760;16126;2338;2;2
2760;41107;2338;2;2
2814;3117;2;1;1
2814;13525;2;3;3
2814;26959;2;3;3
2814;36260;2;5;4
2814;50247;2;6;5
2814;68635;2;20;6
2816;41631;2;10;5
2816;67144;1733;1;1
2821;71870;1733;2;2
2835;3383;2338;2;2
2835;15132;2338;1;1
2835;25529;2338;4;4
2835;36961;2338;1;1
2835;49038;2338;1;1
2835;63102;2338;1;1
2839;37066;1733;1;1
2839;69917;1733;1;1
2852;55817;2;1;1
2861;48093;2;1;1
2876;36845;2338;1;1
2884;13187;2;1;1
2884;25055;2;1;1
2884;37434;2;3;3
2884;50613;2;4;4
2884;64296;2;2;2
2888;18833;2;1;1
2888;72685;2;1;1
2892;4456;2;2;2
2892;13475;2;25;6
2892;24899;2;4;4
2892;36786;2;3;3
2902;3961;2;1;1
2902;3961;2338;12;5
2902;14873;2;1;1
2902;14873;2338;20;6
2939;24344;2;1;1
2939;50091;2;1;1
2945;4618;2;19;6
2945;20527;2;40;7
2946;4280;2338;3;3
2948;14723;2;1;1
2948;48581;2;1;1
2952;70649;1733;1;1
2956;50268;2;15;6
2956;68853;2;8;5
2964;72224;1733;2;2
2971;3856;2338;1;1
2971;16360;2338;1;1
2989;36782;1733;1;1
2995;4764;2;8;5
2995;17465;2;8;5
2995;27159;2;11;5
2995;41064;2;11;5
2995;53005;2;44;7
2995;66065;2;17;6
3007;4725;2;2;2
3007;19917;2;20;6
3011;13327;2;28;7
3015;3295;2338;2;2
3015;14054;2338;2;2
3015;27072;2338;1;1
3015;38668;2338;1;1
3015;48246;2338;2;2
3025;47887;2;1;1
3031;4200;2338;1;1
3031;14669;2338;1;1
3033;15212;2;1;1
3033;26935;2;1;1
3033;45170;2;2;2
3033;55482;2;9;5
3033;66023;2;8;5
3036;44678;2;1;1
3080;64580;2338;1;1
3094;4150;2338;1;1
3100;4668;2338;2;2
3100;15670;2338;1;1
3114;13021;2;1;1
3114;27055;2;2;2
3114;37779;2;1;1
3114;49958;2;4;4
3114;64536;2;1;1
3126;3693;2;8;5
3126;15426;2;8;5
3126;26921;2;8;5
3126;38084;2;18;6
3126;50526;2;2;2
3126;71757;2;2;2
3126;71757;1733;2;2
3149;14784;2;1;1
3151;26104;2;2;2
3151;37560;2;1;1
3151;50681;2;1;1
3159;4595;2;2;2
3159;19368;2;3;3
3159;31501;2;2;2
3159;43086;2;2;2
3159;54651;2;2;2
3159;70102;2;4;4
3168;57727;2;1;1
3179;4949;2;4;4
3179;15303;2;1;1
3179;56363;2;3;3
3179;67288;2;2;2
3181;37719;2338;1;1
3202;15279;2;1;1
3202;24921;2;8;5
3203;68936;1733;1;1
3209;4320;2338;2;2
3209;13647;2338;2;2
3209;25199;2338;1;1
3212;14844;2338;1;1
3212;24311;2338;1;1
3212;37423;2338;1;1
3215;12879;2;1;1
3215;36621;2;1;1
3215;50652;2;1;1
3215;50652;1733;2;2
3215;70988;1733;2;2
3223;4161;2;10;5
3223;13836;2;37;7
3223;25245;2;24;6
3223;38183;2;24;6
3223;47937;2;39;7
3225;3744;2;1;1
3225;49806;2;1;1
3225;68589;2;2;2
3227;13446;2;63;8
3227;24662;2;63;8
3227;38491;2;88;9
3227;50033;2;63;8
3227;72056;2;63;8
3235;3695;2;89;9
3235;12756;2;88;9
3235;25573;2;40;7
3235;38670;2;39;7
3235;49270;2;40;7
3235;74031;2;88;9
3238;25011;2338;1;1
3238;37513;2338;1;1
3245;6485;2;66;8
3245;17721;2;88;9
3245;28684;2;88;9
3245;40757;2;88;9
3245;54392;2;88;9
3245;54392;1733;1;1
3245;68434;2;88;9
3249;38900;1733;2;2
3250;17878;2;1;1
3251;38908;1733;2;2
3253;68007;1733;3;3
3259;7240;2;7;5
3259;17166;2;10;5
3259;27766;2;2;2
3259;27766;1733;2;2
3259;41533;2;3;3
3259;41533;1733;2;2
3259;54016;2;5;4
3259;74720;2;12;5
3265;6196;2338;2;2
3265;18395;2338;2;2
3265;58099;2338;8;5
3265;70316;2338;8;5
3275;5969;2338;38;7
3275;17121;2338;38;7
3275;28654;2338;1;1
3279;53915;1733;2;2
3286;29546;2;1;1
3286;41039;2;1;1
3286;59824;2;1;1
3286;71881;2;8;5
3287;45520;1733;2;2
3302;40854;1733;2;2
3312;6897;2;19;6
3312;17857;2;40;7
3312;29461;2;40;7
3312;41406;2;20;6
3312;52482;2;28;7
3312;68088;2;35;7
3322;60738;2;2;2
3322;69805;2;10;5
3336;68465;1733;8;5
3337;16102;2;1;1
3337;49416;2;2;2
3337;71748;2;3;3
3339;66585;1733;2;2
3346;5555;2338;2;2
3346;16084;2338;18;6
3346;28355;2338;2;2
3346;41512;2338;2;2
3346;49280;2338;2;2
3346;69869;2338;2;2
3348;7106;2338;2;2
3348;15619;2338;2;2
3348;29125;2338;1;1
3348;39966;2338;2;2
3348;50109;2338;2;2
3348;72036;2338;2;2
3350;41572;2;2;2
3350;53706;2;2;2
3350;65135;2;1;1
3361;5769;2;1;1
3361;39379;2;1;1
3362;27728;2;1;1
3362;40456;2;2;2
3362;67423;2;18;6
3368;6368;1733;1;1
3368;17006;1733;2;2
3368;29917;1733;8;5
3368;40251;1733;2;2
3368;52069;1733;2;2
3369;6524;2;45;7
3369;16085;2;45;7
3369;27958;2;41;7
3369;39226;2;53;8
3369;54966;2;8;5
3369;68469;2;8;5
3374;27583;2;1;1
3382;39857;1733;1;1
3382;55294;1733;2;2
3382;66280;1733;2;2
3386;5417;1733;1;1
3405;40674;1733;2;2
3405;51334;2;1;1
3405;73035;2;5;4
3407;6952;2;8;5
3407;16516;2;8;5
3407;30136;2;19;6
3407;40831;2;10;5
3407;52550;2;10;5
3407;75992;2;22;6
3409;16872;2338;2;2
3409;28529;2338;8;5
3409;40981;2338;2;2
3409;48207;2338;2;2
3409;71157;2338;2;2
3410;65635;1733;2;2
3412;15665;2338;1;1
3420;6016;2;30;7
3420;17135;2;50;7
3420;27208;2;60;8
3420;53989;2;30;7
3420;68347;2;30;7
3425;5588;2;9;5
3425;17678;2;2;2
3425;27173;2;18;6
3425;41509;2;8;5
3425;51355;2;1;1
3425;66320;2;11;5
3450;7136;2;13;6
3450;15998;2;25;6
3450;27369;2;26;7
3450;39318;2;11;5
3450;54640;2;22;6
3450;67178;2;44;7
3452;65396;1733;2;2
3465;6056;2;44;7
3465;17592;2;44;7
3465;27502;2;40;7
3465;39767;2;40;7
3465;53539;2;40;7
3465;67189;2;22;6
3467;51519;2;1;1
3468;6836;2;1;1
3469;17669;2338;1;1
3470;67989;1733;3;3
3481;39279;2338;1;1
3481;53240;2338;1;1
3481;67926;2338;1;1
3485;7010;2338;18;6
3485;16859;2338;8;5
3485;27744;2338;3;3
3485;40756;2338;3;3
3487;16729;2338;1;1
3487;40058;2338;2;2
3487;48120;2338;2;2
3487;68891;2338;1;1
3494;7052;2;50;7
3494;17461;2;10;5
3494;29737;2;17;6
3494;40020;2;45;7
3494;51237;2;44;7
3494;66028;2;4;4
3498;5120;2338;1;1
3498;27166;2338;1;1
3518;67378;1733;2;2
3523;17130;2;2;2
3523;27370;2;1;1
3523;54596;1733;2;2
3523;67415;1733;2;2
3534;5109;2;40;7
3534;15921;2;67;8
3534;27698;2;65;8
3534;39538;2;65;8
3534;53101;2;64;8
3534;66290;2;63;8
3538;57967;2;1;1
3552;17149;2;1;1
3552;27339;2;1;1
3552;40286;2;1;1
3552;51817;2;8;5
3552;74703;2;10;5
3578;66784;1733;2;2
3580;5313;2338;1;1
3580;17664;2338;1;1
3580;28348;2338;1;1
3580;40145;2338;1;1
3580;52992;2338;1;1
3580;65509;2338;1;1
3600;5990;2338;3;3
3601;6932;2;4;4
3601;18237;2;2;2
3601;30011;2;2;2
3601;39819;2;3;3
3601;51285;2;4;4
3601;68351;2;3;3
3611;16646;2;2;2
3617;6333;2;2;2
3617;16939;2;18;6
3617;27950;2;38;7
3617;40076;2;38;7
3617;48275;2;38;7
3617;68707;2;63;8
3620;51606;1733;3;3
3620;68106;1733;1;1
3623;5357;2;3;3
3623;15646;2;1;1
3623;29340;2;1;1
3624;6402;2;4;4
3624;17275;2;3;3
3624;27935;2;4;4
3624;39006;2;5;4
3624;51832;2;12;5
3624;70416;2;10;5
3626;6288;2;1;1
3626;18303;2;1;1
3626;29772;2;1;1
3626;40852;2;2;2
3626;66623;2;1;1
3643;41233;1733;2;2
3643;53504;1733;3;3
3643;67143;1733;2;2
3649;7085;2338;18;6
3649;16279;2338;63;8
3649;28458;2338;8;5
3649;40019;2338;18;6
3649;50398;2338;8;5
3649;70027;2338;2;2
3653;16618;2338;1;1
3654;7117;2;3;3
3654;18104;2;51;8
3654;27450;2;50;7
3654;39433;2;71;8
3654;52615;2;78;9
3654;75268;2;40;7
3666;5609;2338;1;1
3669;54113;1733;1;1
3669;75029;1733;2;2
3678;6384;2;40;7
3678;18320;2;40;7
3678;29239;2;64;8
3678;39112;2;63;8
3678;52413;2;40;7
3678;73299;2;64;8
3683;17202;1733;2;2
3683;29459;1733;1;1
3704;41690;2;2;2
3704;55415;2;18;6
3704;68065;2;2;2
3706;6390;2;9;5
3706;18366;2;2;2
3706;28535;2;3;3
3706;40245;2;12;5
3706;53260;2;10;5
3706;68200;2;18;6
3707;6496;2;2;2
3707;17238;2;2;2
3707;29372;2;1;1
3707;40467;2;2;2
3711;39032;1733;2;2
3713;5311;2;9;5
3713;18203;2;27;7
3713;27411;2;18;6
3713;39769;2;31;7
3713;54035;2;34;7
3713;67459;2;31;7
3722;5553;2;5;4
3722;16870;2;6;5
3722;27234;2;12;5
3722;41404;2;12;5
3722;53549;2;17;6
3722;75564;2;26;7
3724;52419;2;1;1
3724;75456;2;1;1
3726;6012;2;31;7
3726;16267;2;31;7
3726;29905;2;48;7
3726;41315;2;43;7
3726;52431;2;39;7
3726;73838;2;15;6
3732;4980;2;7;5
3732;18198;2;11;5
3732;28015;2;21;6
3732;38916;2;45;7
3732;50990;2;11;5
3732;62914;2;10;5
3740;17763;2;1;1
3740;40037;2;1;1
3740;51923;1733;2;2
3748;27319;2;1;1
3750;5507;2338;1;1
3750;18028;2338;1;1
3750;29912;2338;1;1
3750;41167;2338;1;1
3750;65925;2338;2;2
3751;6958;2338;30;7
3751;17877;2338;30;7
3751;29850;2338;30;7
3751;39518;2338;20;6
3751;53857;2338;40;7
3751;67505;2338;30;7
3755;70373;1733;2;2
3759;7258;2;8;5
3759;16141;1733;3;3
3762;65526;1733;2;2
3768;51826;2;1;1
3779;5840;2338;1;1
3783;51668;2;2;2
3783;74778;2;2;2
3792;16513;2;4;4
3792;28738;2;1;1
3792;40297;2;2;2
3792;60624;2;4;4
3792;70529;2;4;4
3800;6694;2;6;5
3800;17048;2;3;3
3800;29942;2;20;6
3800;41489;2;20;6
3800;52080;2;8;5
3800;66157;2;19;6
3805;28043;2;1;1
3805;69535;2;2;2
3817;67968;1733;2;2
3818;39150;2;1;1
3818;53978;2;1;1
3818;72857;2;1;1
3819;52184;2;1;1
3819;73854;2;8;5
3822;5657;2338;1;1
3822;18118;2338;1;1
3825;7262;2;3;3
3825;16435;2;3;3
3825;29733;2;3;3
3825;40525;2;3;3
3825;58826;2;3;3
3825;70253;2;2;2
3829;5973;2338;8;5
3829;18459;2338;18;6
3829;28564;2338;8;5
3829;40883;2338;38;7
3829;53836;2338;8;5
3829;72966;2338;8;5
3833;65261;1733;2;2
3841;6590;2338;1;1
3852;5638;2;2;2
3852;17280;2;3;3
3852;28142;2;7;5
3852;39885;2;5;4
3852;52784;2;3;3
3852;71142;2;5;4
3861;5114;2;38;7
3861;17811;2;2;2
3861;29345;2;2;2
3861;40582;2;38;7
3861;49779;2;18;6
3861;69880;2;38;7
3874;54105;1733;1;1
3874;74597;1733;1;1
3880;41737;1733;2;2
3882;52225;1733;2;2
3882;68620;1733;3;3
3896;6605;2;1;1
3896;17097;2;2;2
3896;28903;2;3;3
3896;39097;2;3;3
3901;7155;2;20;6
3901;17329;2;20;6
3901;28663;2;20;6
3901;39264;2;10;5
3907;5352;2;38;7
3907;17407;2;63;8
3907;27206;2;38;7
3907;39926;2;38;7
3907;52129;2;63;8
3907;74947;2;18;6
3913;16547;2;1;1
3913;29308;2;1;1
3913;40433;2;2;2
3913;52591;2;1;1
3926;5682;2;2;2
3926;15742;2;3;3
3926;29896;2;4;4
3926;53846;2;5;4
3935;27642;2;1;1
3935;39984;1733;2;2
3944;17756;2;3;3
3944;51905;2338;1;1
3944;62331;2338;1;1
3963;41047;1733;1;1
3967;30092;2;1;1
3977;7080;2;5;4
3977;17798;2;1;1
3977;28813;2;1;1
3977;39808;2;10;5
3982;28253;2;1;1
3982;41364;2;2;2
3982;51874;2;17;6
3982;68013;2;1;1
3989;5785;2338;1;1
3989;16181;2338;1;1
3990;66776;1733;1;1
4009;5239;2338;3;3
4009;17251;2338;1;1
4009;41607;2338;2;2
4009;52343;2338;2;2
4009;74792;2338;1;1
4011;68116;2;1;1
4017;17270;2;2;2
4017;27482;2;2;2
4024;30249;1733;3;3
4024;41661;1733;8;5
4024;69047;1733;3;3
4033;5071;2338;18;6
4033;17880;2338;18;6
4033;29767;2338;8;5
4033;40642;2338;8;5
4033;59502;2338;18;6
4033;72280;2338;18;6
4043;18212;2;2;2
4043;27200;2;2;2
4046;5886;2338;1;1
4046;39827;2338;1;1
4046;53319;2338;1;1
4060;7109;2338;2;2
4060;18266;2338;1;1
4060;29589;2338;1;1
4060;39337;2338;1;1
4062;55741;1733;1;1
4062;65467;1733;1;1
4065;39214;2;1;1
4067;6929;2;1;1
4067;15816;2;2;2
4067;29434;2;1;1
4067;39237;2;1;1
4067;52984;2;48;7
4067;72811;2;28;7
4070;5717;2338;2;2
4070;17289;2338;2;2
4070;30181;2338;8;5
4070;39760;2338;18;6
4070;48683;2338;18;6
4070;68886;2338;8;5
4076;58567;2;2;2
4080;6581;2;1;1
4080;17825;2;2;2
4080;27418;2;2;2
4080;40163;2;2;2
4080;51594;2;3;3
4080;73776;2;1;1
4085;15797;2338;2;2
4085;29510;2338;2;2
4085;40685;2338;2;2
4085;51036;2338;1;1
4085;73916;2338;1;1
4089;4984;2;2;2
4089;16766;2;2;2
4089;28565;2;1;1
4089;28565;1733;1;1
4089;40399;1733;1;1
4089;56736;2;2;2
4089;66339;1733;3;3
4094;6640;2;15;6
4094;39896;2;2;2
4103;7107;2;25;6
4103;15918;2;70;8
4103;27629;2;38;7
4103;39891;2;15;6
4103;52533;2;33;7
4103;65632;2;20;6
4109;6164;2;10;5
4109;17373;2;20;6
4109;27578;2;4;4
4109;41379;2;39;7
4109;51053;2;2;2
4109;74036;2;12;5
4111;5316;2;2;2
4111;17035;2;2;2
4111;27773;2;5;4
4111;38993;2;5;4
4111;51801;2;6;5
4111;68250;2;5;4
4114;74701;1733;2;2
4119;17230;2;1;1
4121;40955;1733;1;1
4130;6172;2338;1;1
4140;29415;2;2;2
4140;40303;2;2;2
4140;53175;2;2;2
4153;18370;2;1;1
4153;69583;1733;2;2
4160;16377;2;1;1
4165;39742;1733;2;2
4165;66257;1733;3;3
4170;15890;2338;1;1
4174;7232;2338;18;6
4174;17447;2338;18;6
4174;29566;2338;3;3
4174;39796;2;2;2
4174;39796;2338;8;5
4174;51713;2338;8;5
4174;75828;2338;18;6
4181;5324;2;1;1
4181;16834;2;1;1
4181;28085;2;1;1
4181;28085;1733;2;2
4181;41077;2;2;2
4184;52924;2;1;1
4185;16924;2338;1;1
4185;40207;2338;1;1
4197;6944;2338;8;5
4197;16312;2338;1;1
4197;28988;2338;1;1
4210;40506;2;1;1
4210;55951;2;1;1
4210;66581;2;8;5
4215;16093;2;1;1
4215;40784;2;1;1
4215;56383;2;1;1
4216;67496;2;1;1
4230;28724;2;1;1
4234;4989;2338;3;3
4234;15698;2338;2;2
4234;27776;2338;2;2
4234;41560;2338;2;2
4234;59368;2338;1;1
4234;69109;2338;2;2
4241;70719;1733;2;2
4249;5050;2;39;7
4249;16483;2;39;7
4249;28173;2;88;9
4249;41309;2;65;8
4249;51821;2;27;7
4249;75175;2;22;6
4253;41504;2;1;1
4253;51524;2;2;2
4253;75249;2;3;3
4257;5179;2;3;3
4257;16615;2;10;5
4257;29462;2;5;4
4257;40126;2;11;5
4257;52950;2;12;5
4257;71636;2;15;6
4267;75801;1733;1;1
4272;5601;2;10;5
4272;16748;2;17;6
4272;28330;2;12;5
4272;41280;2;11;5
4272;54400;2;20;6
4272;68446;2;20;6
4279;65771;1733;3;3
4284;6152;2;63;8
4284;17378;2;38;7
4284;28699;2;63;8
4284;41311;2;63;8
4284;48984;2;38;7
4284;71273;2;38;7
4291;65175;1733;18;6
4295;41081;1733;2;2
4295;74244;1733;3;3
4307;7202;2;4;4
4307;18187;2;18;6
4307;28553;2;15;6
4307;41361;2;15;6
4307;52065;2;25;6
4307;67856;2;24;6
4322;7134;2338;1;1
4322;27932;2338;1;1
4322;40356;2338;1;1
4331;6238;2;43;7
4331;16426;2;22;6
4331;29073;2;14;6
4331;41342;2;19;6
4331;55149;2;68;8
4338;17821;2;2;2
4338;27999;2;4;4
4338;38936;2;40;7
4338;54572;2;1;1
4338;67285;2;2;2
4338;67285;1733;2;2
4359;60424;2338;1;1
4362;59545;2;1;1
4363;53740;2;1;1
4366;6939;2;51;8
4366;17915;2;78;9
4366;29574;2;63;8
4366;39140;2;78;9
4366;52945;2;67;8
4366;70461;2;50;7
4372;41559;2;1;1
4376;28318;2;1;1
4376;39467;2;1;1
4376;55095;2;1;1
4383;53916;1733;2;2
4384;5175;2338;2;2
4384;16261;2338;2;2
4384;29706;2338;1;1
4400;6477;2338;3;3
4400;18339;2338;3;3
4401;5360;2;1;1
4401;28038;2;2;2
4401;41334;2;2;2
4401;56474;2;2;2
4401;66184;2;1;1
4407;6631;2;2;2
4407;16529;2;10;5
4407;40012;2;10;5
4407;53581;2;20;6
4407;67789;2;20;6
4410;40823;1733;2;2
4412;27568;2;1;1
4412;41340;2;9;5
4412;54034;2;15;6
4412;65585;2;21;6
4418;18117;2;1;1
4419;29478;2;2;2
4419;71942;2;1;1
4430;6466;2;1;1
4430;17976;2;1;1
4430;29571;2;9;5
4430;41256;2;38;7
4430;55637;2;20;6
4430;67590;2;25;6
4440;6033;2;65;8
4440;16958;2;63;8
4440;28594;2;79;9
4440;39241;2;79;9
4440;59116;2;78;9
4440;68569;2;94;9
4442;65140;1733;1;1
4465;29242;2;1;1
4475;7269;2;8;5
4475;16101;2;25;6
4475;27723;2;26;7
4475;41734;2;20;6
4475;53870;2;26;7
4475;64002;2;27;7
4476;72768;1733;2;2
4487;65357;1733;1;1
4499;7321;2;2;2
4499;15986;2;3;3
4499;29032;2;10;5
4499;41262;2;10;5
4499;53532;2;11;5
4499;75619;2;40;7
4500;6037;2;42;7
4500;17705;2;44;7
4500;28737;2;71;8
4500;40413;2;69;8
4500;60358;2;67;8
4500;71305;2;67;8
4512;69274;1733;2;2
4516;75011;2338;1;1
4525;73375;2;1;1
4528;66453;1733;2;2
4532;6749;2338;1;1
4544;5831;2;26;7
4544;16481;2;15;6
4544;28482;2;10;5
4545;6080;2;2;2
4545;15910;2;1;1
4545;28932;2;1;1
4545;65350;2;1;1
4546;67038;2;1;1
4549;67772;1733;3;3
4554;27277;2;2;2
4554;39421;2;2;2
4554;51858;2;2;2
4554;74255;2;8;5
4560;5875;2;8;5
4560;15916;2;18;6
4560;40376;2;10;5
4560;54013;2;10;5
4564;6227;2;20;6
4564;17084;2;26;7
4564;29477;2;20;6
4564;40505;2;31;7
4564;55445;2;65;8
4564;65892;2;67;8
4568;7213;2;4;4
4568;17523;2;10;5
4568;27301;2;12;5
4568;39938;2;11;5
4568;58438;2;10;5
4568;70280;2;12;5
4569;5226;2;18;6
4569;15591;2;8;5
4569;15591;1733;3;3
4571;6061;2;63;8
4571;17470;2;63;8
4571;29775;2;38;7
4571;40308;2;38;7
4571;49200;2;63;8
4571;69993;2;38;7
4574;65068;1733;2;2
4577;5741;2;1;1
4583;39234;2;1;1
4586;6302;2338;8;5
4586;16937;2338;8;5
4586;27302;2338;8;5
4586;39759;2338;3;3
4586;48038;2338;8;5
4586;71025;2338;3;3
4589;17654;2338;1;1
4594;6422;2;3;3
4594;16505;2;3;3
4594;28148;2;3;3
4594;39046;2;5;4
4594;59385;2;3;3
4598;56038;1733;1;1
4598;67701;1733;8;5
4607;6096;2338;4;4
4608;5057;2;2;2
4608;17291;2;10;5
4608;39593;2;18;6
4608;51603;2;8;5
4608;73123;2;10;5
4611;6242;2;13;6
4613;7096;2;41;7
4613;17088;2;14;6
4613;28069;2;22;6
4613;40039;2;22;6
4613;52817;2;22;6
4627;5407;2;17;6
4627;16307;2;13;6
4627;29868;2;28;7
4627;41472;2;43;7
4627;61186;2;27;7
4627;69601;2;26;7
4636;7233;2;1;1
4636;28316;2;1;1
4636;53663;2;2;2
4636;73038;2;1;1
4636;73038;1733;2;2
4640;15996;2;1;1
4663;5918;2;1;1
4663;16209;2;3;3
4663;27643;2;2;2
4663;40635;2;6;5
4663;59192;2;4;4
4663;70724;2;3;3
4682;5655;2;63;8
4682;16472;2;39;7
4682;28648;2;38;7
4685;55338;1733;3;3
4685;66203;1733;8;5
4689;5098;2;1;1
4689;18037;2;1;1
4689;28338;2;2;2
4689;38960;2;3;3
4689;59820;2;2;2
4689;72024;2;3;3
4690;6434;2;2;2
4690;17870;2;3;3
4690;28967;2;9;5
4690;41497;2;19;6
